,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost_Price,Order Year,Order Month,Order Day,Profit_Margin,Price_Per_Item,Product Markup
18,2021-08-27,2021-09-01,Second Class,ZD-21925,Consumer,Office Supplies,Art,8.56,2,0.0,2.4824,6.0776,2021,8,239,0.29,4.28,0.4084507042253521
19,2021-08-27,2021-09-01,Second Class,ZD-21925,Consumer,Technology,Phones,213.48,3,0.2,16.011,197.469,2021,8,239,0.075,71.16,0.08108108108108106
20,2021-08-27,2021-09-01,Second Class,ZD-21925,Consumer,Office Supplies,Binders,22.72,4,0.2,7.384,15.335999999999999,2021,8,239,0.325,5.68,0.48148148148148157
21,2023-12-10,2023-12-14,Standard Class,KB-16585,Corporate,Office Supplies,Art,19.46,7,0.0,5.0596,14.400400000000001,2023,12,344,0.25999999999999995,2.7800000000000002,0.3513513513513513
22,2023-12-10,2023-12-14,Standard Class,KB-16585,Corporate,Office Supplies,Appliances,60.34,7,0.0,15.6884,44.6516,2023,12,344,0.25999999999999995,8.620000000000001,0.35135135135135137
23,2024-07-17,2024-07-19,Second Class,SF-20065,Consumer,Furniture,Chairs,71.372,2,0.3,-1.0196,72.3916,2024,7,199,-0.014285714285714287,35.686,-0.01408450704225348
24,2022-09-25,2022-09-30,Standard Class,EB-13870,Consumer,Furniture,Tables,1044.63,3,0.0,240.2649,804.3651000000001,2022,9,268,0.22999999999999998,348.21000000000004,0.2987012987012987
25,2023-01-16,2023-01-20,Second Class,EH-13945,Consumer,Office Supplies,Binders,11.648,2,0.2,4.2224,7.425599999999999,2023,1,16,0.36250000000000004,5.824,0.5686274509803922
26,2023-01-16,2023-01-20,Second Class,EH-13945,Consumer,Technology,Accessories,90.57,3,0.0,11.7741,78.79589999999999,2023,1,16,0.13,30.189999999999998,0.1494252873563219
27,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Furniture,Bookcases,3083.43,7,0.5,-1665.0522,4748.4822,2022,9,260,-0.54,440.48999999999995,-0.3506493506493507
28,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Office Supplies,Binders,9.618,2,0.7,-7.0532,16.6712,2022,9,260,-0.7333333333333334,4.809,-0.423076923076923
29,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Furniture,Furnishings,124.2,3,0.2,15.525,108.675,2022,9,260,0.125,41.4,0.1428571428571429
30,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Office Supplies,Envelopes,3.264,2,0.2,1.1016,2.1624,2022,9,260,0.3375,1.632,0.5094339622641509
31,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Office Supplies,Art,86.304,6,0.2,9.7092,76.5948,2022,9,260,0.11249999999999999,14.384,0.12676056338028163
32,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Office Supplies,Binders,6.858,6,0.7,-5.715,12.573,2022,9,260,-0.8333333333333334,1.143,-0.4545454545454546
33,2022-09-17,2022-09-21,Standard Class,TB-21520,Consumer,Office Supplies,Art,15.76,2,0.2,3.546,12.214,2022,9,260,0.22499999999999998,7.88,0.29032258064516125
34,2024-10-20,2024-10-24,Second Class,MA-17560,Home Office,Office Supplies,Paper,29.472,3,0.2,9.9468,19.5252,2024,10,294,0.33749999999999997,9.824,0.5094339622641508
35,2023-12-09,2023-12-11,First Class,GH-14485,Corporate,Technology,Phones,1097.544,7,0.2,123.4737,974.0703000000001,2023,12,343,0.11249999999999999,156.792,0.1267605633802817
36,2023-12-09,2023-12-11,First Class,GH-14485,Corporate,Furniture,Furnishings,190.92,5,0.6,-147.963,338.883,2023,12,343,-0.775,38.184,-0.4366197183098592
37,2022-12-27,2022-12-31,Standard Class,SN-20710,Home Office,Office Supplies,Envelopes,113.328,9,0.2,35.415,77.91300000000001,2022,12,361,0.3125,12.592,0.45454545454545436
38,2022-12-27,2022-12-31,Standard Class,SN-20710,Home Office,Furniture,Bookcases,532.3992,3,0.32,-46.9764,579.3756,2022,12,361,-0.08823529411764706,177.4664,-0.08108108108108111
39,2022-12-27,2022-12-31,Standard Class,SN-20710,Home Office,Furniture,Chairs,212.058,3,0.3,-15.147,227.20499999999998,2022,12,361,-0.07142857142857144,70.68599999999999,-0.06666666666666664
40,2022-12-27,2022-12-31,Standard Class,SN-20710,Home Office,Technology,Phones,371.168,4,0.2,41.7564,329.4116,2022,12,361,0.1125,92.792,0.12676056338028163
41,2024-09-11,2024-09-16,Standard Class,LC-16930,Corporate,Technology,Phones,147.168,4,0.2,16.5564,130.6116,2024,9,255,0.11249999999999999,36.792,0.12676056338028166
42,2023-07-18,2023-07-23,Standard Class,RA-19885,Corporate,Office Supplies,Storage,77.88,2,0.0,3.894,73.98599999999999,2023,7,199,0.05,38.94,0.0526315789473685
43,2024-09-20,2024-09-24,Standard Class,ES-14080,Corporate,Office Supplies,Storage,95.616,2,0.2,9.5616,86.0544,2024,9,264,0.1,47.808,0.11111111111111109
44,2023-03-12,2023-03-14,First Class,ON-18715,Corporate,Technology,Accessories,45.98,2,0.0,19.7714,26.208599999999997,2023,3,71,0.43000000000000005,22.99,0.7543859649122808
45,2023-03-12,2023-03-14,First Class,ON-18715,Corporate,Office Supplies,Binders,17.46,2,0.0,8.2062,9.2538,2023,3,71,0.47000000000000003,8.73,0.8867924528301888
46,2021-10-20,2021-10-25,Second Class,PO-18865,Consumer,Office Supplies,Storage,211.96,4,0.0,8.4784,203.48160000000001,2021,10,293,0.04,52.99,0.04166666666666663
47,2023-06-21,2023-06-26,Standard Class,LH-16900,Consumer,Technology,Accessories,45.0,3,0.0,4.95,40.05,2023,6,172,0.11,15.0,0.12359550561797761
48,2023-06-21,2023-06-26,Standard Class,LH-16900,Consumer,Technology,Phones,21.8,2,0.0,6.104,15.696000000000002,2023,6,172,0.27999999999999997,10.9,0.3888888888888888
49,2022-04-18,2022-04-22,Standard Class,DP-13000,Consumer,Office Supplies,Binders,38.22,6,0.0,17.9634,20.2566,2022,4,108,0.47000000000000003,6.37,0.8867924528301887
50,2022-04-18,2022-04-22,Standard Class,DP-13000,Consumer,Office Supplies,Labels,75.18,6,0.0,35.3346,39.845400000000005,2022,4,108,0.47,12.530000000000001,0.8867924528301886
51,2022-04-18,2022-04-22,Standard Class,DP-13000,Consumer,Furniture,Furnishings,6.16,2,0.0,2.9568,3.2032000000000003,2022,4,108,0.48,3.08,0.9230769230769229
52,2022-04-18,2022-04-22,Standard Class,DP-13000,Consumer,Furniture,Chairs,89.99,1,0.0,17.0981,72.89189999999999,2022,4,108,0.19,89.99,0.23456790123456794
53,2023-12-12,2023-12-18,Standard Class,JM-15265,Corporate,Office Supplies,Fasteners,15.26,7,0.0,6.2566,9.0034,2023,12,346,0.41,2.18,0.6949152542372883
54,2023-12-12,2023-12-18,Standard Class,JM-15265,Corporate,Technology,Phones,1029.95,5,0.0,298.6855,731.2645,2023,12,346,0.29,205.99,0.4084507042253522
55,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Office Supplies,Storage,208.56,6,0.0,52.14,156.42000000000002,2023,6,169,0.25,34.76,0.3333333333333332
56,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Office Supplies,Paper,32.4,5,0.0,15.552,16.848,2023,6,169,0.48,6.4799999999999995,0.9230769230769231
57,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Furniture,Chairs,319.41,5,0.1,7.098,312.312,2023,6,169,0.02222222222222222,63.882000000000005,0.02272727272727277
58,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Office Supplies,Paper,14.56,2,0.0,6.9888,7.5712,2023,6,169,0.48,7.28,0.9230769230769231
59,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Technology,Accessories,30.0,2,0.0,3.3,26.7,2023,6,169,0.11,15.0,0.12359550561797755
60,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Office Supplies,Binders,48.48,4,0.2,16.362,32.117999999999995,2023,6,169,0.33749999999999997,12.12,0.509433962264151
61,2023-06-18,2023-06-19,First Class,TB-21055,Consumer,Office Supplies,Art,1.68,1,0.0,0.84,0.84,2023,6,169,0.5,1.68,1.0
62,2022-11-24,2022-11-30,Standard Class,KM-16720,Consumer,Technology,Accessories,13.98,2,0.0,6.1512,7.8288,2022,11,328,0.44,6.99,0.7857142857142857
63,2022-11-24,2022-11-30,Standard Class,KM-16720,Consumer,Office Supplies,Binders,25.824,6,0.2,9.3612,16.4628,2022,11,328,0.3625,4.304,0.5686274509803921
64,2022-11-24,2022-11-30,Standard Class,KM-16720,Consumer,Office Supplies,Paper,146.73,3,0.0,68.9631,77.76689999999999,2022,11,328,0.47000000000000003,48.91,0.8867924528301887
65,2022-11-24,2022-11-30,Standard Class,KM-16720,Consumer,Furniture,Furnishings,79.76,4,0.0,22.3328,57.427200000000006,2022,11,328,0.27999999999999997,19.94,0.38888888888888884
66,2022-04-30,2022-05-05,Standard Class,PS-18970,Home Office,Furniture,Chairs,213.115,5,0.3,-15.2225,228.3375,2022,4,120,-0.07142857142857142,42.623000000000005,-0.06666666666666665
67,2021-12-05,2021-12-10,Standard Class,BS-11590,Corporate,Office Supplies,Art,1113.024,8,0.2,111.3024,1001.7215999999999,2021,12,339,0.10000000000000002,139.128,0.11111111111111116
68,2021-12-05,2021-12-10,Standard Class,BS-11590,Corporate,Technology,Phones,167.968,4,0.2,62.988,104.97999999999999,2021,12,339,0.375,41.992,0.6000000000000001
69,2023-06-05,2023-06-07,First Class,KD-16270,Consumer,Office Supplies,Paper,75.88,2,0.0,35.6636,40.21639999999999,2023,6,156,0.4700000000000001,37.94,0.8867924528301889
70,2023-09-19,2023-09-24,Standard Class,HM-14980,Consumer,Office Supplies,Binders,4.616,1,0.2,1.731,2.885,2023,9,262,0.37500000000000006,4.616,0.6
71,2024-09-15,2024-09-18,Second Class,TB-21520,Consumer,Office Supplies,Paper,19.05,3,0.0,8.763,10.287,2024,9,259,0.45999999999999996,6.3500000000000005,0.8518518518518517
72,2022-04-26,2022-05-02,Standard Class,JE-15745,Consumer,Furniture,Chairs,831.936,8,0.2,-114.3912,946.3272000000001,2022,4,116,-0.13749999999999998,103.992,-0.1208791208791209
73,2022-04-26,2022-05-02,Standard Class,JE-15745,Consumer,Furniture,Furnishings,97.04,2,0.2,1.213,95.82700000000001,2022,4,116,0.0125,48.52,0.0126582278481012
74,2022-04-26,2022-05-02,Standard Class,JE-15745,Consumer,Office Supplies,Storage,72.784,1,0.2,-18.196,90.98,2022,4,116,-0.25,72.784,-0.19999999999999996
75,2024-12-10,2024-12-12,First Class,KB-16600,Corporate,Office Supplies,Binders,1.248,3,0.8,-1.9344,3.1824,2024,12,345,-1.5499999999999998,0.416,-0.6078431372549019
76,2024-12-10,2024-12-12,First Class,KB-16600,Corporate,Furniture,Furnishings,9.708,3,0.6,-5.8248,15.5328,2024,12,345,-0.6,3.236,-0.375
77,2024-12-10,2024-12-12,First Class,KB-16600,Corporate,Office Supplies,Storage,27.24,3,0.2,2.724,24.516,2024,12,345,0.10000000000000002,9.08,0.11111111111111113
78,2021-11-26,2021-12-01,Second Class,JE-15745,Consumer,Furniture,Furnishings,19.3,5,0.6,-14.475,33.775,2021,11,330,-0.75,3.8600000000000003,-0.42857142857142855
79,2023-06-13,2023-06-16,First Class,SC-20770,Corporate,Office Supplies,Appliances,208.16,1,0.0,56.2032,151.9568,2023,6,164,0.27,208.16,0.3698630136986302
80,2023-06-13,2023-06-16,First Class,SC-20770,Corporate,Office Supplies,Binders,16.74,3,0.0,8.0352,8.704799999999999,2023,6,164,0.48000000000000004,5.579999999999999,0.9230769230769231
81,2021-10-12,2021-10-16,Standard Class,DN-13690,Consumer,Office Supplies,Art,14.9,5,0.0,4.172,10.728000000000002,2021,10,285,0.27999999999999997,2.98,0.38888888888888873
82,2021-10-12,2021-10-16,Standard Class,DN-13690,Consumer,Office Supplies,Storage,21.39,1,0.0,6.2031,15.186900000000001,2021,10,285,0.29,21.39,0.408450704225352
83,2022-09-03,2022-09-08,Standard Class,JC-16105,Corporate,Office Supplies,Envelopes,200.984,7,0.2,62.8075,138.1765,2022,9,246,0.3125,28.712,0.4545454545454546
84,2024-11-14,2024-11-17,First Class,CS-12400,Home Office,Office Supplies,Storage,230.376,3,0.2,-48.9549,279.3309,2024,11,319,-0.2125,76.792,-0.17525773195876282
85,2024-05-29,2024-05-31,Second Class,PO-18865,Consumer,Furniture,Chairs,301.96,2,0.0,33.2156,268.7444,2024,5,150,0.11000000000000001,150.98,0.12359550561797751
86,2024-10-27,2024-11-03,Standard Class,PG-18895,Consumer,Technology,Accessories,19.99,1,0.0,6.7966,13.193399999999999,2024,10,301,0.34,19.99,0.5151515151515151
87,2024-10-27,2024-11-03,Standard Class,PG-18895,Consumer,Office Supplies,Labels,6.16,2,0.0,2.9568,3.2032000000000003,2024,10,301,0.48,3.08,0.9230769230769229
88,2023-04-06,2023-04-11,Second Class,GM-14455,Home Office,Office Supplies,Storage,158.368,7,0.2,13.8572,144.5108,2023,4,96,0.08750000000000001,22.624,0.09589041095890416
89,2023-09-18,2023-09-23,Standard Class,JS-15685,Corporate,Office Supplies,Art,20.1,3,0.0,6.633,13.467000000000002,2023,9,261,0.32999999999999996,6.7,0.4925373134328357
90,2023-09-18,2023-09-23,Standard Class,JS-15685,Corporate,Technology,Phones,73.584,2,0.2,8.2782,65.3058,2023,9,261,0.11249999999999999,36.792,0.12676056338028166
91,2023-09-18,2023-09-23,Standard Class,JS-15685,Corporate,Office Supplies,Paper,6.48,1,0.0,3.1104,3.3696000000000006,2023,9,261,0.4799999999999999,6.48,0.9230769230769229
92,2022-01-31,2022-02-05,Second Class,KB-16315,Consumer,Office Supplies,Paper,12.96,2,0.0,6.2208,6.739200000000001,2022,1,31,0.4799999999999999,6.48,0.9230769230769229
93,2022-01-31,2022-02-05,Second Class,KB-16315,Consumer,Furniture,Furnishings,53.34,3,0.0,16.5354,36.80460000000001,2022,1,31,0.30999999999999994,17.78,0.44927536231884035
94,2022-01-31,2022-02-05,Second Class,KB-16315,Consumer,Office Supplies,Binders,32.96,2,0.0,16.1504,16.8096,2022,1,31,0.49000000000000005,16.48,0.9607843137254903
95,2024-11-07,2024-11-13,Standard Class,RB-19705,Home Office,Office Supplies,Binders,5.682,1,0.7,-3.788,9.47,2024,11,312,-0.6666666666666666,5.682,-0.4
96,2024-11-10,2024-11-12,Second Class,PN-18775,Home Office,Furniture,Furnishings,96.53,7,0.0,40.5426,55.9874,2024,11,315,0.42,13.790000000000001,0.7241379310344828
97,2024-06-18,2024-06-21,First Class,KD-16345,Consumer,Office Supplies,Binders,51.312,3,0.2,17.9592,33.3528,2024,6,170,0.35,17.104,0.5384615384615383
98,2023-09-07,2023-09-12,Standard Class,ER-13855,Corporate,Office Supplies,Appliances,77.88,6,0.0,22.5852,55.294799999999995,2023,9,250,0.29000000000000004,12.979999999999999,0.4084507042253522
99,2023-08-30,2023-09-03,Standard Class,RB-19465,Home Office,Office Supplies,Paper,64.624,7,0.2,22.6184,42.005599999999994,2023,8,242,0.35000000000000003,9.232,0.5384615384615385
100,2023-08-30,2023-09-03,Standard Class,RB-19465,Home Office,Technology,Accessories,95.976,3,0.2,-10.7973,106.7733,2023,8,242,-0.1125,31.992,-0.10112359550561804
101,2023-08-30,2023-09-03,Standard Class,RB-19465,Home Office,Office Supplies,Binders,1.788,3,0.8,-3.0396,4.8276,2023,8,242,-1.7,0.596,-0.6296296296296297
102,2023-12-02,2023-12-05,Second Class,GZ-14470,Consumer,Office Supplies,Paper,23.92,4,0.0,11.7208,12.199200000000001,2023,12,336,0.49,5.98,0.9607843137254901
103,2022-11-13,2022-11-17,Standard Class,LC-16870,Consumer,Technology,Accessories,238.896,6,0.2,-26.8758,265.7718,2022,11,317,-0.11250000000000002,39.815999999999995,-0.10112359550561797
104,2022-11-13,2022-11-17,Standard Class,LC-16870,Consumer,Furniture,Furnishings,102.36,3,0.2,-3.8385,106.1985,2022,11,317,-0.0375,34.12,-0.036144578313252976
105,2022-11-13,2022-11-17,Standard Class,LC-16870,Consumer,Office Supplies,Binders,36.882,3,0.7,-25.8174,62.6994,2022,11,317,-0.7000000000000001,12.293999999999999,-0.4117647058823529
106,2024-11-24,2024-11-29,Standard Class,JM-15250,Consumer,Technology,Accessories,74.112,8,0.2,17.6016,56.51039999999999,2024,11,329,0.23750000000000004,9.264,0.3114754098360657
107,2024-11-24,2024-11-29,Standard Class,JM-15250,Consumer,Technology,Phones,27.992,1,0.2,2.0994,25.8926,2024,11,329,0.075,27.992,0.08108108108108104
108,2024-11-24,2024-11-29,Standard Class,JM-15250,Consumer,Office Supplies,Art,3.304,1,0.2,1.0738,2.2302,2024,11,329,0.32500000000000007,3.304,0.48148148148148145
109,2022-10-15,2022-10-20,Standard Class,PA-19060,Home Office,Technology,Accessories,339.96,5,0.2,67.992,271.96799999999996,2022,10,288,0.20000000000000004,67.99199999999999,0.2500000000000001
110,2024-12-26,2024-12-31,Standard Class,CV-12805,Corporate,Furniture,Furnishings,41.96,2,0.0,10.9096,31.050400000000003,2024,12,361,0.25999999999999995,20.98,0.35135135135135126
111,2023-11-04,2023-11-11,Standard Class,CL-12565,Consumer,Office Supplies,Art,75.96,2,0.0,22.788,53.172,2023,11,308,0.30000000000000004,37.98,0.42857142857142855
112,2023-11-04,2023-11-11,Standard Class,CL-12565,Consumer,Office Supplies,Binders,27.24,6,0.0,13.3476,13.892399999999999,2023,11,308,0.49000000000000005,4.54,0.9607843137254903
113,2021-08-25,2021-08-27,Second Class,RC-19960,Consumer,Office Supplies,Fasteners,40.096,14,0.2,14.5348,25.561199999999996,2021,8,237,0.36250000000000004,2.864,0.5686274509803922
114,2021-08-25,2021-08-27,Second Class,RC-19960,Consumer,Office Supplies,Envelopes,4.72,2,0.2,1.652,3.0679999999999996,2021,8,237,0.35,2.36,0.5384615384615385
115,2021-08-25,2021-08-27,Second Class,RC-19960,Consumer,Office Supplies,Paper,23.976,3,0.2,7.4925,16.4835,2021,8,237,0.3125,7.992,0.45454545454545453
116,2021-08-25,2021-08-27,Second Class,RC-19960,Consumer,Office Supplies,Envelopes,130.464,6,0.2,44.0316,86.4324,2021,8,237,0.33749999999999997,21.744,0.5094339622641509
117,2022-03-02,2022-03-06,Standard Class,DK-13090,Consumer,Furniture,Tables,787.53,3,0.0,165.3813,622.1487,2022,3,61,0.21000000000000002,262.51,0.2658227848101266
118,2022-04-05,2022-04-10,Standard Class,GG-14650,Corporate,Office Supplies,Binders,157.794,1,0.7,-115.7156,273.5096,2022,4,95,-0.7333333333333333,157.794,-0.42307692307692296
119,2023-06-13,2023-06-16,First Class,SC-20725,Consumer,Furniture,Furnishings,47.04,3,0.0,18.3456,28.694399999999998,2023,6,164,0.39,15.68,0.639344262295082
120,2023-06-13,2023-06-16,First Class,SC-20725,Consumer,Office Supplies,Binders,30.84,4,0.0,13.878,16.962,2023,6,164,0.45,7.71,0.8181818181818182
121,2023-06-13,2023-06-16,First Class,SC-20725,Consumer,Office Supplies,Storage,226.56,6,0.0,63.4368,163.1232,2023,6,164,0.27999999999999997,37.76,0.38888888888888895
122,2023-06-13,2023-06-16,First Class,SC-20725,Consumer,Office Supplies,Envelopes,115.02,9,0.0,51.759,63.260999999999996,2023,6,164,0.45,12.78,0.8181818181818182
123,2023-06-13,2023-06-16,First Class,SC-20725,Consumer,Technology,Phones,68.04,7,0.0,19.7316,48.308400000000006,2023,6,164,0.29,9.72,0.40845070422535207
124,2021-12-26,2021-12-28,Second Class,AD-10180,Home Office,Furniture,Chairs,600.558,3,0.3,-8.5794,609.1374,2021,12,360,-0.014285714285714285,200.186,-0.014084507042253462
125,2021-09-20,2021-09-25,Standard Class,PF-19165,Consumer,Furniture,Tables,617.7,6,0.5,-407.682,1025.382,2021,9,263,-0.66,102.95,-0.39759036144578314
126,2024-11-06,2024-11-13,Standard Class,TS-21610,Consumer,Office Supplies,Binders,2.388,2,0.7,-1.8308,4.2188,2024,11,311,-0.7666666666666667,1.194,-0.4339622641509434
127,2024-11-06,2024-11-13,Standard Class,TS-21610,Consumer,Office Supplies,Storage,243.992,7,0.2,30.499,213.493,2024,11,311,0.125,34.856,0.14285714285714285
128,2023-11-07,2023-11-11,Second Class,LS-16975,Home Office,Furniture,Chairs,81.424,2,0.2,-9.1602,90.58420000000001,2023,11,311,-0.11249999999999999,40.712,-0.101123595505618
129,2023-11-07,2023-11-11,Second Class,LS-16975,Home Office,Furniture,Furnishings,238.56,3,0.0,26.2416,212.3184,2023,11,311,0.10999999999999999,79.52,0.12359550561797755
130,2024-02-03,2024-02-06,First Class,DW-13585,Corporate,Technology,Phones,59.97,5,0.4,-11.994,71.964,2024,2,34,-0.2,11.994,-0.16666666666666666
131,2024-02-03,2024-02-06,First Class,DW-13585,Corporate,Office Supplies,Paper,78.304,2,0.2,29.364,48.94,2024,2,34,0.375,39.152,0.6000000000000001
132,2024-02-03,2024-02-06,First Class,DW-13585,Corporate,Office Supplies,Fasteners,21.456,9,0.2,6.9732,14.4828,2024,2,34,0.325,2.384,0.4814814814814815
133,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Office Supplies,Paper,20.04,3,0.0,9.6192,10.4208,2023,10,287,0.48,6.68,0.923076923076923
134,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Office Supplies,Paper,35.44,1,0.0,16.6568,18.783199999999997,2023,10,287,0.47000000000000003,35.44,0.8867924528301888
135,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Office Supplies,Art,11.52,4,0.0,3.456,8.064,2023,10,287,0.3,2.88,0.4285714285714285
136,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Office Supplies,Fasteners,4.02,2,0.0,1.9698,2.0501999999999994,2023,10,287,0.49000000000000005,2.01,0.9607843137254906
137,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Office Supplies,Binders,76.176,3,0.2,26.6616,49.5144,2023,10,287,0.35,25.392,0.5384615384615384
138,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Office Supplies,Supplies,65.88,6,0.0,18.4464,47.4336,2023,10,287,0.28,10.979999999999999,0.38888888888888884
139,2023-10-14,2023-10-20,Standard Class,LC-16885,Consumer,Furniture,Furnishings,43.12,14,0.0,20.6976,22.422399999999996,2023,10,287,0.48000000000000004,3.0799999999999996,0.9230769230769234
140,2023-09-06,2023-09-08,Second Class,JD-15895,Corporate,Furniture,Furnishings,82.8,2,0.2,10.35,72.45,2023,9,249,0.125,41.4,0.14285714285714277
141,2024-09-19,2024-09-24,Standard Class,SH-19975,Corporate,Office Supplies,Art,8.82,3,0.0,2.3814,6.4386,2024,9,263,0.27,2.94,0.36986301369863017
142,2024-09-19,2024-09-24,Standard Class,SH-19975,Corporate,Office Supplies,Envelopes,10.86,3,0.0,5.1042,5.7558,2024,9,263,0.47,3.6199999999999997,0.8867924528301886
143,2024-09-19,2024-09-24,Standard Class,SH-19975,Corporate,Office Supplies,Paper,143.7,3,0.0,68.976,74.72399999999999,2024,9,263,0.48000000000000004,47.9,0.9230769230769232
144,2024-12-23,2024-12-28,Standard Class,SG-20080,Consumer,Office Supplies,Appliances,839.43,3,0.0,218.2518,621.1782,2024,12,358,0.26,279.81,0.35135135135135137
145,2022-09-07,2022-09-12,Standard Class,HA-14920,Consumer,Office Supplies,Storage,671.93,7,0.0,20.1579,651.7720999999999,2022,9,250,0.030000000000000006,95.99,0.03092783505154646
146,2021-10-22,2021-10-28,Standard Class,MG-17680,Home Office,Furniture,Furnishings,93.888,4,0.2,12.9096,80.97840000000001,2021,10,295,0.13749999999999998,23.472,0.15942028985507242
147,2023-12-06,2023-12-10,Standard Class,JE-16165,Corporate,Technology,Phones,384.45,11,0.0,103.8015,280.6485,2023,12,340,0.27,34.949999999999996,0.36986301369863006
148,2023-12-06,2023-12-10,Standard Class,JE-16165,Corporate,Technology,Phones,149.97,3,0.0,5.9988,143.9712,2023,12,340,0.04,49.99,0.04166666666666658
149,2023-12-06,2023-12-10,Standard Class,JE-16165,Corporate,Furniture,Chairs,1951.84,8,0.0,585.552,1366.288,2023,12,340,0.30000000000000004,243.98,0.4285714285714285
