,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit,Good_Cost,Order Year,Order Month,Order Day,Profit_Margin
72,3,0,0,5,0.9660856104795813,1.892327796704862,0.2,-0.6106684358416732,1.3527778837028437,2022,4,116,-0.13749999999999998
73,3,0,0,9,-0.2131178345530039,-0.8043033970404823,0.2,-0.1171572475569107,-0.1913068928581955,2022,4,116,0.0125
74,3,0,1,14,-0.25203865976189116,-1.253741929331373,0.2,-0.20001374112218737,-0.2001066308382587,2022,4,116,-0.25
75,0,1,1,3,-0.36682428608704604,-0.35486486474959156,0.8,-0.13059341262710247,-0.35950334535825,2024,12,345,-1.5499999999999998
76,0,1,0,9,-0.3532494929939068,-0.35486486474959156,0.6,-0.14720142450645496,-0.3370811700025717,2024,12,345,-0.6
77,0,1,1,14,-0.3251179004987628,-0.35486486474959156,0.2,-0.11070682961795801,-0.320772152832672,2024,12,345,0.10000000000000002
78,2,0,0,9,-0.3378583091464609,0.5440121998321898,0.6,-0.18412889323943224,-0.3039624202233456,2021,11,330,-0.75
79,0,1,1,1,-0.034816296904110956,-1.253741929331373,0.0,0.11759442189815013,-0.08940313117605152,2023,6,164,0.27
80,0,1,1,3,-0.34196604795478674,-0.35486486474959156,0.0,-0.08803346114849038,-0.34947741735719756,2023,6,164,0.48000000000000004
81,3,0,1,2,-0.34491848522327095,0.5440121998321898,0.0,-0.10452535696699605,-0.34580429380009753,2021,10,285,0.27999999999999997
82,3,0,1,14,-0.33450472550997623,-1.253741929331373,0.0,-0.09585464626163084,-0.33770915212910435,2021,10,285,0.29
83,3,1,1,7,-0.046330802251199274,1.4428892644139713,0.2,0.1457879991279485,-0.11442129277841688,2022,9,246,0.3125
84,0,2,1,14,0.0008311739418916375,-0.35486486474959156,0.2,-0.33132264935676864,0.141844796500113,2024,11,319,-0.2125
85,2,0,0,5,0.11569382036970258,-0.8043033970404823,0.0,0.019460982180433947,0.12262498504437973,2024,5,150,0.11000000000000001
86,3,0,2,0,-0.33675114517077936,-1.253741929331373,0.0,-0.093321010889845,-0.34132835527811534,2024,10,301,0.34
87,3,0,1,10,-0.35894256224857085,-0.8043033970404823,0.0,-0.10971301274423981,-0.359465582917568,2024,10,301,0.48
88,2,2,1,14,-0.11471181672604833,1.4428892644139713,0.2,-0.06317950135988505,-0.10292135873940012,2023,4,96,0.08750000000000001
89,3,1,1,2,-0.3365746407688591,-0.35486486474959156,0.0,-0.09401941484405589,-0.34083163394299143,2023,9,261,0.32999999999999996
90,3,1,2,13,-0.25075499138428936,-0.8043033970404823,0.2,-0.08699610075195464,-0.24671819115345137,2023,9,261,0.11249999999999999
91,3,1,1,12,-0.35842909489753016,-1.253741929331373,0.0,-0.10905729851828143,-0.3591634833921126,2023,9,261,0.4799999999999999
92,2,0,1,12,-0.34803138103895537,-0.8043033970404823,0.0,-0.09577908544262391,-0.35304596800163995,2022,1,31,0.4799999999999999
93,2,0,0,9,-0.2832382196795034,-0.35486486474959156,0.0,-0.05174633833930059,-0.29846217549786597,2022,1,31,0.30999999999999994
94,2,0,1,3,-0.31593967159890984,-0.8043033970404823,0.0,-0.053389892877021825,-0.3347631371053271,2022,1,31,0.49000000000000005
95,3,2,1,3,-0.359709554104188,-1.253741929331373,0.7,-0.13850638065598578,-0.34808819526057194,2024,11,312,-0.6666666666666666
96,2,2,0,9,-0.2139361731437251,1.4428892644139713,0.0,0.05073974607104046,-0.26363576457895604,2024,11,315,0.42
97,0,0,1,3,-0.28649231901672406,-0.35486486474959156,0.2,-0.04566817483070969,-0.3047289251491105,2024,6,170,0.35
98,3,1,1,1,-0.2438616921965676,0.9934507321230805,0.0,-0.025919906541103325,-0.26489318123358613,2023,9,250,0.29000000000000004
99,3,2,1,12,-0.26513207721342974,1.4428892644139713,0.2,-0.025778176643305024,-0.28901974982542766,2023,8,242,0.35000000000000003
100,3,2,2,0,-0.21482511349521438,-0.35486486474959156,0.2,-0.16842889188001042,-0.17143386379874306,2023,8,242,-0.1125
101,3,2,1,3,-0.3659578099321648,-0.35486486474959156,0.8,-0.13531148139356872,-0.35651648154046583,2023,8,242,-1.7
102,2,0,1,12,-0.3304451242658104,0.09457366754129916,0.0,-0.07229973490374908,-0.34313332732263335,2023,12,336,0.49
103,3,0,2,0,0.014502242163351007,0.9934507321230805,0.2,-0.23706757145079205,0.11722822393038428,2022,11,317,-0.11250000000000002
104,3,0,0,9,-0.20458143984195185,-0.35486486474959156,0.2,-0.13872196378366095,-0.17247741432297256,2022,11,317,-0.0375
105,3,0,1,3,-0.3096464873777169,-0.35486486474959156,0.7,-0.23254929061254745,-0.25145011545121015,2022,11,317,-0.7000000000000001
106,3,0,2,0,-0.24990777025507216,1.892327796704862,0.2,-0.04719475951301907,-0.26268625705604026,2024,11,329,0.23750000000000004
107,3,0,2,13,-0.32391125222381717,-1.253741929331373,0.2,-0.11337323004460914,-0.3182729328402324,2024,11,329,0.075
108,3,0,1,2,-0.36352525835660937,-1.253741929331373,0.2,-0.1177514885741855,-0.3612320663206218,2024,11,329,0.32500000000000007
109,3,2,2,0,0.1766680683057891,0.5440121998321898,0.2,0.16792048874045698,0.1284774371492965,2022,10,288,0.20000000000000004
110,3,1,0,9,-0.3014984023508893,-0.8043033970404823,0.0,-0.07576272565959187,-0.3089089368522872,2024,12,361,0.25999999999999995
111,3,0,1,2,-0.24694249630281198,-0.8043033970404823,0.0,-0.025054158852142634,-0.26874712878548995,2023,11,308,0.30000000000000004
112,3,0,1,3,-0.3251179004987628,0.9934507321230805,0.0,-0.06535496991163244,-0.34005931941096773,2023,11,308,0.49000000000000005
113,2,0,1,8,-0.30448934967070157,4.588958990450206,0.2,-0.06028684537349567,-0.318874590188405,2021,8,237,0.36250000000000004
114,2,0,1,7,-0.36125316532825413,-0.8043033970404823,0.2,-0.11528316848662597,-0.3597110387820006,2021,8,237,0.35
115,2,0,1,12,-0.3303552674793783,-0.35486486474959156,0.2,-0.09035023270075353,-0.3353551722931337,2021,8,237,0.3125
116,2,0,1,7,-0.15948616973679985,0.9934507321230805,0.2,0.0656341922583376,-0.20836280753273684,2021,8,237,0.33749999999999997
117,3,0,0,16,0.8948323880098481,-0.35486486474959156,0.0,0.5836727639105738,0.7642311829044277,2022,3,61,0.21000000000000002
118,3,1,1,3,-0.1156328487869776,-1.253741929331373,0.7,-0.6163222634514343,0.1312762149644534,2022,4,95,-0.7333333333333333
119,0,0,0,9,-0.2933471081531178,-0.35486486474959156,0.0,-0.04401864373103309,-0.31318625946029816,2023,6,164,0.39
120,0,0,1,3,-0.31934139279955465,0.09457366754129916,0.0,-0.06309070672511985,-0.33448645460725374,2023,6,164,0.45
121,0,0,1,14,-0.005291924219269054,0.9934507321230805,0.0,0.14847446372687828,-0.06913051013611383,2023,6,164,0.27999999999999997
122,0,0,1,7,-0.184267387766403,2.3417663289957527,0.0,0.0986222528681742,-0.25043052955279804,2023,6,164,0.45
123,0,0,2,13,-0.2596508132410699,1.4428892644139713,0.0,-0.038101847395236636,-0.2775770040980205,2023,6,164,0.29
124,2,2,0,5,0.5948198331386384,-0.35486486474959156,0.3,-0.1589607370508885,0.7406091423061202,2021,12,360,-0.014285714285714285
125,3,0,0,16,0.6223256372997016,0.9934507321230805,0.5,-1.8627188909374968,1.4963020277231245,2021,9,263,-0.66
126,3,0,1,3,-0.3649950586489634,-0.8043033970404823,0.7,-0.13015114704240657,-0.35762175913119465,2024,11,311,-0.7666666666666667
127,3,0,1,14,0.022679209728674616,1.4428892644139713,0.2,0.007863890603359869,0.02231596028026493,2024,11,311,0.125
128,2,2,0,5,-0.2381750412837915,-0.8043033970404823,0.2,-0.16144015646779367,-0.2008252065123889,2023,11,311,-0.11249999999999999
129,2,2,0,9,0.013963101444758267,-0.35486486474959156,0.0,-0.01031083430285935,0.020183471682909404,2023,11,311,0.10999999999999999
130,0,1,2,13,-0.27259981800012834,0.5440121998321898,0.4,-0.17353757165998704,-0.2346302160309309,2024,2,34,-0.2
131,0,1,1,12,-0.2431813479564386,-0.8043033970404823,0.2,0.0030186064467011635,-0.27643033306269804,2024,2,34,0.375
132,0,1,1,8,-0.33439882286882405,2.3417663289957527,0.2,-0.09256711028890585,-0.33898744705622685,2024,2,34,0.325
133,3,0,1,12,-0.3366709158971793,-0.35486486474959156,0.0,-0.08127140819329443,-0.3463620160009383,2023,10,287,0.48
134,3,0,1,12,-0.3119602996283442,-1.253741929331373,0.0,-0.05122808503831524,-0.3311800624452378,2023,10,287,0.47000000000000003
135,3,0,1,2,-0.35034198411863865,0.09457366754129916,0.0,-0.10758194150987503,-0.350640791010514,2023,10,287,0.3
136,3,0,1,8,-0.36237637515865573,-0.8043033970404823,0.0,-0.11392648892276154,-0.361558856672677,2023,10,287,0.49000000000000005
137,3,0,1,3,-0.24659590584085947,-0.35486486474959156,0.2,-0.008517865716254356,-0.2753875087392509,2023,10,287,0.35
138,3,0,1,15,-0.2631167178605949,0.9934507321230805,0.0,-0.043588331270247894,-0.2791652052090086,2023,10,287,0.28
139,3,0,0,9,-0.2996370832033667,4.588958990450206,0.0,-0.03397801964604516,-0.32457308772746474,2023,10,287,0.48000000000000004
140,2,1,0,9,-0.23596713167431635,-0.8043033970404823,0.2,-0.07815164285260175,-0.2337478820803819,2023,9,249,0.125
141,3,1,1,2,-0.3546743648930448,-0.35486486474959156,0.0,-0.11216937970788865,-0.35359170788957206,2024,9,263,0.27
142,3,1,1,7,-0.35140101053016015,-0.35486486474959156,0.0,-0.10054582049929804,-0.3548313326250347,2024,9,263,0.47
143,3,1,1,12,-0.13824787642937772,-0.35486486474959156,0.0,0.17212115800050293,-0.22961943063275173,2024,9,263,0.48000000000000004
144,3,0,1,1,0.9781103740067663,-0.35486486474959156,0.0,0.8093754916679522,0.7624692382562636,2024,12,358,0.26
145,3,0,1,14,0.7093423074463848,1.4428892644139713,0.0,-0.03628198427983257,0.8180125235437106,2022,9,250,0.030000000000000006
146,3,2,0,9,-0.21817548796075512,0.09457366754129916,0.2,-0.06722478000909193,-0.2182645552000083,2021,10,295,0.13749999999999998
147,3,1,2,13,0.2480560759551704,3.240643393577534,0.0,0.3207902711262457,0.14423690187715685,2023,12,340,0.27
148,3,1,2,13,-0.12818712551992345,-0.35486486474959156,0.0,-0.09672679740982941,-0.10390100359478323,2023,12,340,0.04
149,3,1,0,5,2.7630672989168192,1.892327796704862,0.0,2.377370064176831,2.1152175374882223,2023,12,340,0.30000000000000004
150,3,1,1,3,-0.09356017103411428,0.5440121998321898,0.0,0.2218653638467282,-0.20021283770267662,2023,12,340,0.47
151,0,2,1,1,-0.11543067101750536,0.5440121998321898,0.2,-0.046492940380547985,-0.11083113766069976,2023,3,73,0.1125
152,0,2,2,13,-0.042800714212794286,-0.8043033970404823,0.2,-0.0572814885045197,-0.024066120587706775,2023,3,73,0.075
153,0,1,1,12,-0.27515110890061195,1.4428892644139713,0.0,-0.010185326501796989,-0.3069870464818117,2022,5,151,0.45
154,0,1,1,12,-0.19951094975042463,0.09457366754129916,0.0,0.08487701416543436,-0.2618322449360027,2022,5,151,0.46
155,0,1,1,14,-0.23904793578056074,0.9934507321230805,0.0,-0.03256413584632238,-0.2566210281218964,2022,5,151,0.26
156,3,2,1,2,-0.3581884070767298,-0.35486486474959156,0.0,-0.11469362333945896,-0.3564941508664087,2022,5,148,0.27
157,2,0,0,5,0.36538015649703287,-0.8043033970404823,0.2,0.09741584114775856,0.3719790952765517,2021,3,60,0.1125
158,3,0,1,10,-0.3453677691554316,-0.8043033970404823,0.0,-0.09300169172251628,-0.35121340032739284,2023,11,325,0.47000000000000003
159,3,0,2,13,1.1473941413030064,1.4428892644139713,0.0,0.8861346113469243,0.9213606985819386,2023,11,325,0.25
160,0,0,1,12,-0.3592313876335313,-1.253741929331373,0.0,-0.11084770572119126,-0.3593098128497551,2023,5,132,0.44999999999999996
161,2,0,2,0,-0.28156303244673303,-0.8043033970404823,0.2,-0.11653141614072907,-0.26901509687417524,2022,12,362,0.024999999999999998
162,3,0,1,7,-0.3232565813512402,0.5440121998321898,0.0,-0.06535326232250234,-0.3379540633429502,2023,11,321,0.47000000000000003
163,3,0,1,3,-0.32441188289108186,-0.8043033970404823,0.2,-0.08097770286291721,-0.33261648759271584,2023,11,312,0.35000000000000003
164,3,0,1,2,-0.35288364750629025,-0.35486486474959156,0.2,-0.11067097024622591,-0.35220284889333764,2021,9,251,0.275
165,3,0,2,11,12.724513622679819,1.892327796704862,0.4,-5.928104402151294,16.918195952914317,2021,9,251,-0.16666666666666666
166,3,0,1,14,0.07392325136253934,-0.35486486474959156,0.2,-0.37264545251062325,0.24211823742589295,2021,9,251,-0.21250000000000002
167,3,0,0,5,2.4232481876561764,2.3417663289957527,0.3,-0.22845363808400262,2.838931082153499,2021,9,251,-0.014285714285714287
168,3,0,1,2,-0.3173773801818239,0.9934507321230805,0.2,-0.09324843835181573,-0.319438848196287,2021,9,251,0.2125
169,3,0,1,1,-0.08324268644913968,0.5440121998321898,0.8,-2.059804559360812,0.7818057864877588,2021,9,251,-2.5500000000000003
170,3,0,2,13,-0.1378050108391051,-0.35486486474959156,0.2,-0.08392115962592708,-0.12022908353521951,2021,9,251,0.0625
171,3,0,1,12,-0.33522678897237723,-0.35486486474959156,0.0,-0.08032113484239378,-0.3451321949760374,2021,8,217,0.4699999999999999
172,3,0,1,12,-0.19078200478273227,-0.8043033970404823,0.0,0.10503339625713463,-0.26052798833091145,2021,8,217,0.48000000000000004
173,3,0,0,5,0.17696331203263754,1.4428892644139713,0.2,-0.03158141830194983,0.21365534241247494,2021,8,217,0.0625
174,3,1,1,1,-0.2846695099205295,-0.8043033970404823,0.8,-0.6820832284407149,-0.032012935748905985,2021,9,257,-2.5
175,3,1,1,10,-0.336478365640539,0.09457366754129916,0.2,-0.09436520164290113,-0.3405756481672149,2021,9,257,0.32499999999999996
176,2,0,1,1,-0.21275840740727542,0.09457366754129916,0.8,-1.1603789437817211,0.252759439039787,2024,4,113,-2.5
177,2,0,0,5,0.2678759157053426,1.4428892644139713,0.3,-0.17073371030836287,0.37569651708137486,2022,11,325,-0.028571428571428567
178,2,0,1,15,-0.3433459914607087,0.5440121998321898,0.2,-0.1384359426043692,-0.3296036620969628,2022,11,325,-0.2375
179,3,2,1,2,-0.3635637684079374,-1.253741929331373,0.0,-0.11631455232120637,-0.3618867363259057,2022,12,349,0.43000000000000005
180,2,1,1,14,-0.3290074156828964,-0.8043033970404823,0.2,-0.11439009937158368,-0.3236065144861638,2021,12,339,0.075
181,2,1,2,0,0.28703787541199377,1.4428892644139713,0.2,0.20483643124680606,0.237655370517993,2021,12,339,0.18749999999999997
182,2,2,2,13,0.4398200857141625,0.09457366754129916,0.0,0.4370262901094343,0.3117748718178201,2021,11,323,0.26
183,2,2,2,13,-0.1282192172293635,0.5440121998321898,0.0,0.05690158144700625,-0.16927214561989817,2021,11,323,0.28
184,2,2,2,0,-0.32229383006803886,-0.8043033970404823,0.0,-0.09138545861087664,-0.3257938312425864,2021,11,323,0.25
185,3,0,1,3,-0.3573379767765686,-0.8043033970404823,0.0,-0.10766390578811984,-0.35852152190051984,2023,11,333,0.48
186,3,2,2,0,-0.08513609730610233,1.892327796704862,0.0,-0.024217440178393633,-0.08602774993971282,2021,8,238,0.13
187,3,1,1,14,-0.30909771914629214,-0.35486486474959156,0.2,-0.10644468714922843,-0.3044587784580782,2023,7,198,0.1
188,3,1,1,12,-0.33670942594850733,-0.35486486474959156,0.2,-0.09563308657200037,-0.34029787636796804,2023,7,198,0.3125
189,0,2,0,4,1.0739137541981343,0.09457366754129916,0.2,0.35746288218155553,1.0630542719801235,2022,10,285,0.125
190,0,2,2,13,-0.2536817552852215,0.9934507321230805,0.0,-0.03655989441075635,-0.2714790961286711,2022,10,285,0.27999999999999997
191,0,2,1,12,-0.28564509788750686,1.892327796704862,0.0,-0.016109806988678907,-0.316340875658804,2022,10,285,0.4799999999999999
192,0,2,0,4,0.6362085108034652,-0.35486486474959156,0.2,0.0782054634341337,0.6865765361961459,2022,10,285,0.075
193,0,2,1,2,-0.3368955578632596,0.5440121998321898,0.0,-0.09430116705052238,-0.341074911205077,2022,10,285,0.33
194,3,1,1,7,-0.34591332821591236,1.4428892644139713,0.0,-0.09368387357999122,-0.35154055377983917,2022,10,304,0.47000000000000003
195,3,0,1,2,-0.35694003957951204,-0.8043033970404823,0.2,-0.11719652210690301,-0.35401726154802615,2021,3,80,0.16249999999999998
196,3,0,1,2,-0.35912227582143513,-0.35486486474959156,0.2,-0.11555809033657208,-0.35718313385865835,2021,3,80,0.26249999999999996
197,3,2,1,14,-0.2945986848212796,-0.35486486474959156,0.0,-0.0709900140409624,-0.30313200962873427,2024,11,312,0.26
198,3,1,1,3,-0.36409969995558616,-0.8043033970404823,0.7,-0.1319774136170485,-0.3558320373031058,2024,7,189,-0.7666666666666666
199,3,1,1,12,-0.3430635844176363,-0.35486486474959156,0.2,-0.09748880905913652,-0.3466980654129684,2024,7,189,0.36249999999999993
200,3,0,1,12,-0.33393670225288735,-0.35486486474959156,0.2,-0.09332784124636538,-0.3381410600444039,2024,6,177,0.3125
201,0,0,0,16,-0.01782373675560684,-0.8043033970404823,0.5,-0.8133754876812777,0.32574443316739604,2021,8,215,-0.74
202,0,0,1,1,-0.364654886528899,-1.253741929331373,0.2,-0.12108683704255331,-0.3610917280194337,2021,8,215,0.11249999999999999
203,2,0,1,1,-0.262468465329906,-0.8043033970404823,0.8,-0.8863399174158851,0.07997230829413984,2024,12,353,-2.6999999999999997
204,3,1,0,9,-0.3123967468767288,1.4428892644139713,0.2,-0.08104942160638143,-0.31899150851436253,2024,6,156,0.275
205,3,0,2,13,0.3448414624554037,0.09457366754129916,0.2,0.06753473896013888,0.3614484577317697,2024,12,345,0.1
206,3,0,1,14,-0.23416999594567378,0.09457366754129916,0.0,-0.0972578576292905,-0.2235890593361604,2024,12,337,0.06999999999999999
207,3,0,2,13,-0.1570536181612444,-0.8043033970404823,0.0,0.02978762744471361,-0.19036573664427667,2024,12,337,0.27
208,3,0,1,3,-0.3432818080418287,0.09457366754129916,0.0,-0.09039334932628856,-0.3499625194798039,2024,12,337,0.47000000000000003
